Time_sec,Waypoint_Index,X,Y
0.0,0,1.543603189773362,-1.325054284259974
0.0,1,1.544546167819027,-1.3241352507670976
0.0,2,1.545489145864692,-1.3232162172742215
0.0,3,1.546432123910357,-1.3222971837813453
0.0,4,1.5473751019560218,-1.3213781502884692
0.0,5,1.548318080001687,-1.3204591167955928
0.0,6,1.5492610580473518,-1.3195400833027164
0.0,7,1.550204036093017,-1.3186210498098403
0.0,8,1.5511470141386818,-1.3177020163169642
0.0,9,1.5520899921843467,-1.316782982824088
0.0,10,1.5530329702300116,-1.3158639493312116
0.0,11,1.5539759482756768,-1.3149449158383353
0.0,12,1.5549189263213419,-1.3140258823454591
0.0,13,1.5558619043670068,-1.313106848852583
0.0,14,1.556804882412672,-1.3121878153597069
0.0,15,1.5577478604583366,-1.3112687818668305
0.0,16,1.5586908385040017,-1.3103497483739541
0.0,17,1.5596338165496666,-1.309430714881078
0.0,18,1.5605767945953317,-1.3085116813882016
0.0,19,1.5615197726409966,-1.3075926478953257
0.0,20,1.5624627506866617,-1.3066736144024493
0.0,21,1.5634057287323264,-1.305754580909573
0.0,22,1.5643487067779915,-1.3048355474166968
0.0,23,1.5652916848236567,-1.3039165139238205
0.0,24,1.5662346628693216,-1.3029974804309445
0.0,25,1.5671776409149867,-1.3020784469380682
0.0,26,1.5681206189606516,-1.3011594134451918
0.0,27,1.5690635970063165,-1.3002403799523157
0.0,28,1.5700065750519814,-1.2993213464594393
0.0,29,1.5709495530976465,-1.2984023129665634
0.0,30,1.5718925311433114,-1.297483279473687
0.0,31,1.5728355091889765,-1.2965642459808107
0.0,32,1.5737784872346414,-1.2956452124879345
0.0,33,1.5747214652803065,-1.2947261789950582
0.0,34,1.5756644433259712,-1.2938071455021822
0.0,35,1.5766074213716363,-1.2928881120093059
0.0,36,1.5775503994173015,-1.2919690785164297
0.0,37,1.5784933774629666,-1.2910500450235536
0.0,38,1.5794363555086315,-1.2901310115306772
0.0,39,1.5803793335542964,-1.289211978037801
0.0,40,1.5813223115999615,-1.2882929445449247
0.0,41,1.5822652896456264,-1.2873739110520486
0.0,42,1.5832082676912915,-1.2864548775591724
0.0,43,1.5841512457369564,-1.285535844066296
0.0,44,1.5850942237826215,-1.28461681057342
0.0,45,1.5860372018282862,-1.2836977770805436
0.0,46,1.5869801798739513,-1.2827787435876674
0.0,47,1.5879231579196162,-1.2818597100947913
0.0,48,1.5888661359652814,-1.280940676601915
0.0,49,1.5898091140109463,-1.2800216431090388
0.0,50,1.5907520920566114,-1.2791026096161624
0.0,51,1.591695070102276,-1.2781835761232863
0.0,52,1.5926380481479412,-1.2772645426304101
0.0,53,1.5935810261936063,-1.2763455091375338
0.0,54,1.5945240042392712,-1.2754264756446576
0.0,55,1.5954669822849363,-1.2745074421517812
0.0,56,1.5964099603306012,-1.273588408658905
0.0,57,1.5973529383762664,-1.272669375166029
0.0,58,1.598295916421931,-1.2717503416731526
0.0,59,1.5992388944675962,-1.2708313081802765
0.0,60,1.600181872513261,-1.2699122746874
0.0,61,1.6011248505589262,-1.268993241194524
0.0,62,1.602067828604591,-1.2680742077016478
0.0,63,1.6030108066502562,-1.2671551742087714
0.0,64,1.603953784695921,-1.2662361407158953
0.0,65,1.604896762741586,-1.265317107223019
0.0,66,1.6058397407872511,-1.2643980737301428
0.0,67,1.606782718832916,-1.2634790402372666
0.0,68,1.6077256968785811,-1.2625600067443903
0.0,69,1.608668674924246,-1.2616409732515141
0.0,70,1.609611652969911,-1.2607219397586378
0.0,71,1.6105546310155758,-1.2598029062657616
0.0,72,1.611497609061241,-1.2588838727728855
0.0,73,1.6124405871069059,-1.2579648392800091
0.0,74,1.6133835651525708,-1.257045805787133
0.0,75,1.6143265431982359,-1.2561267722942566
0.0,76,1.6152695212439008,-1.2552077388013805
0.0,77,1.616212499289566,-1.2542887053085043
0.0,78,1.6171554773352308,-1.253369671815628
0.0,79,1.618098455380896,-1.2524506383227518
0.0,80,1.6190414334265606,-1.2515316048298755
0.0,81,1.6199844114722257,-1.2506125713369993
0.0,82,1.6209273895178906,-1.2496935378441232
0.0,83,1.6218703675635557,-1.2487745043512468
0.0,84,1.6228133456092206,-1.2478554708583707
0.0,85,1.6237563236548858,-1.2469364373654943
0.0,86,1.6246993017005509,-1.2460174038726182
0.0,87,1.6256422797462156,-1.2450983703797418
0.0,88,1.6265852577918807,-1.2441793368868657
0.0,89,1.6275282358375458,-1.2432603033939897
0.0,90,1.6284712138832107,-1.2423412699011134
0.0,91,1.6294141919288758,-1.2414222364082372
0.0,92,1.6303571699745407,-1.2405032029153609
0.0,93,1.6313001480202056,-1.2395841694224845
0.0,94,1.6322431260658707,-1.2386651359296086
0.0,95,1.6331861041115356,-1.2377461024367322
0.0,96,1.6341290821572008,-1.236827068943856
0.0,97,1.6350720602028657,-1.2359080354509797
0.0,98,1.6360150382485306,-1.2349890019581033
0.0,99,1.6369580162941957,-1.2340699684652272
0.0,100,1.6379009943398606,-1.233150934972351
0.0,101,1.6388439723855255,-1.232231901479475
0.0,102,1.6397869504311906,-1.2313128679865986
0.0,103,1.6407299284768557,-1.2303938344937224
0.0,104,1.6416729065225206,-1.229474801000846
0.0,105,1.6426158845681855,-1.22855576750797
0.0,106,1.6435588626138504,-1.2276367340150938
0.0,107,1.6445018406595155,-1.2267177005222174
0.0,108,1.6454448187051804,-1.225798667029341
0.0,109,1.6463877967508456,-1.224879633536465
0.0,110,1.6473307747965102,-1.2239606000435888
0.0,111,1.6482737528421754,-1.2230415665507126
0.0,112,1.6492167308878403,-1.2221225330578362
0.0,113,1.6501597089335054,-1.22120349956496
0.0,114,1.6511026869791705,-1.2202844660720837
0.0,115,1.6520456650248354,-1.2193654325792076
0.0,116,1.6529886430705005,-1.2184463990863315
0.0,117,1.6539316211161652,-1.217527365593455
0.0,118,1.6548745991618303,-1.216608332100579
0.0,119,1.6558175772074952,-1.2156892986077026
0.0,120,1.6567605552531603,-1.2147702651148264
0.0,121,1.6577035332988252,-1.2138512316219503
0.0,122,1.6586465113444904,-1.212932198129074
0.0,123,1.659589489390155,-1.2120131646361976
0.0,124,1.6605324674358202,-1.2110941311433214
0.0,125,1.661475445481485,-1.2101750976504453
0.0,126,1.6624184235271502,-1.209256064157569
0.0,127,1.663361401572815,-1.2083370306646928
0.0,128,1.6643043796184802,-1.2074179971718166
0.0,129,1.6652473576641453,-1.2064989636789403
0.0,130,1.66619033570981,-1.2055799301860641
0.0,131,1.6671333137554751,-1.2046608966931878
0.0,132,1.66807629180114,-1.2037418632003116
0.0,133,1.6690192698468052,-1.2028228297074355
0.0,134,1.66996224789247,-1.2019037962145591
0.0,135,1.6709052259381352,-1.200984762721683
0.0,136,1.6718482039837999,-1.2000657292288066
0.0,137,1.672791182029465,-1.1991466957359305
0.0,138,1.67373416007513,-1.1982276622430543
0.0,139,1.674677138120795,-1.197308628750178
0.0,140,1.67562011616646,-1.1963895952573018
0.0,141,1.676563094212125,-1.1954705617644255
0.0,142,1.6775060722577901,-1.1945515282715493
0.0,143,1.6784490503034548,-1.1936324947786732
0.0,144,1.67939202834912,-1.1927134612857968
0.0,145,1.6803350063947846,-1.1917944277929207
0.0,146,1.6812779844404497,-1.1908753943000443
0.0,147,1.6822209624861146,-1.1899563608071682
0.0,148,1.6831639405317798,-1.189037327314292
0.0,149,1.6841069185774449,-1.1881182938214156
0.0,150,1.6850498966231098,-1.1871992603285395
0.0,151,1.685992874668775,-1.1862802268356631
0.0,152,1.6869358527144396,-1.185361193342787
0.0,153,1.6878788307601047,-1.1844421598499109
0.0,154,1.6888218088057696,-1.1835231263570345
0.0,155,1.6897647868514347,-1.1826040928641584
0.0,156,1.6907077648970996,-1.181685059371282
0.0,157,1.6916507429427647,-1.1807660258784058
0.0,158,1.6925937209884294,-1.1798469923855297
0.0,159,1.6935366990340945,-1.1789279588926533
0.0,160,1.6944796770797597,-1.1780089253997772
0.0,161,1.6954226551254246,-1.1770898919069008
0.0,162,1.6963656331710897,-1.1761708584140247
0.0,163,1.6973086112167546,-1.1752518249211485
0.0,164,1.6982515892624197,-1.1743327914282722
0.0,165,1.6991945673080844,-1.1734137579353958
0.0,166,1.7001375453537495,-1.1724947244425197
0.0,167,1.7010805233994144,-1.1715756909496435
0.0,168,1.7020235014450795,-1.1706566574567674
0.0,169,1.7029664794907444,-1.169737623963891
0.0,170,1.7039094575364095,-1.1688185904710147
0.0,171,1.7048524355820747,-1.1678995569781385
0.0,172,1.7057954136277393,-1.1669805234852624
0.0,173,1.7067383916734045,-1.1660614899923862
0.0,174,1.7076813697190694,-1.1651424564995099
0.0,175,1.7086243477647345,-1.1642234230066335
0.0,176,1.7095673258103994,-1.1633043895137576
0.0,177,1.7105103038560645,-1.1623853560208812
0.0,178,1.7114532819017294,-1.161466322528005
0.0,179,1.7123962599473943,-1.160547289035129
0.0,180,1.7133392379930594,-1.1596282555422526
0.0,181,1.7142822160387243,-1.1587092220493764
0.0,182,1.7152251940843894,-1.1577901885565
0.0,183,1.7161681721300543,-1.156871155063624
0.0,184,1.7171111501757195,-1.1559521215707478
0.0,185,1.7180541282213844,-1.1550330880778714
0.0,186,1.7189971062670493,-1.1541140545849953
0.0,187,1.7199400843127144,-1.153195021092119
0.0,188,1.7208830623583793,-1.1522759875992428
0.0,189,1.7218260404040442,-1.1513569541063666
0.0,190,1.7227690184497093,-1.1504379206134903
0.0,191,1.7237119964953742,-1.1495188871206141
0.0,192,1.724654974541039,-1.1485998536277378
0.0,193,1.7255979525867042,-1.1476808201348616
0.0,194,1.7265409306323694,-1.1467617866419855
0.0,195,1.7274839086780343,-1.145842753149109
0.0,196,1.7284268867236992,-1.144923719656233
0.0,197,1.7293698647693643,-1.1440046861633566
0.0,198,1.7303128428150292,-1.1430856526704805
0.0,199,1.731255820860694,-1.1421666191776043
